text,label,source,category
"Hey, BigPay system upgrade ongoing, kena verify my account with your TAC now! RM500 bonus if success, hype gila! Send <OTP> to me pls!",scam,perplexity_sonar,mixed
"Oops salah register Maybank2u, TAC landed on your phone! Help verify my BigPay transfer RM<RM_AMOUNT>, super fast rich chance! <OTP>",scam,perplexity_sonar,mixed
"Bro, exciting BigPay promo! My TAC wrongly sent to you during registration. Forward <OTP> now, claim RM<RM_AMOUNT> free credit sia!",scam,perplexity_sonar,mixed
"Maybank TAC error lah, I daif wrong hp for online shopping. Help la share the code, BigPay upgrade giving massive rewards! <OTP>",scam,perplexity_sonar,mixed
"Wah lau, system upgrade BigPay need your help verify TAC! Accidentally kena your number, send <OTP> cepat for RM<RM_AMOUNT> jackpot!",scam,perplexity_sonar,mixed
"Eh sis, RHB BigPay top-up salah hantar TAC to you! Super hype promo inside, forward <OTP> now don't miss out lah!",scam,perplexity_sonar,mixed
"Help verify my Maybank TAC for BigPay, wrong number keyed during <DATE>! Excited gila, RM<RM_AMOUNT> return if you share <OTP> fast!",scam,perplexity_sonar,mixed
"BigPay system upgrade alert! My TAC sent to you by mistake, bro. Share <OTP> sekarang for instant bonus, shiok lah this one!",scam,perplexity_sonar,mixed
"🚨 PDRM ALERT! Nama awak ada dalam senarai money laundering! Package awak kat Miri ada dadah RM<RM_AMOUNT>! Jangan xleh blah, waran tangkap dah siap! Call <PHONE> sekarang atau arrest malam ni je! <URL>",scam,perplexity_sonar,mixed
"⚠️ INSPECTOR MAZL AN PDRM! Akaun Bank Islam awak kena freeze sebab drug package dari Perlis! Transfer <RM_AMOUNT> ke akaun selamat NK! Cepat xleh tunggu, court order <DATE>! Reply OTP <OTP>! <URL>",scam,perplexity_sonar,mixed
"🔥 URGENT LHDN! Awak terlibat money laundering investigation! Parcel awak ada ganja, RM<RM_AMOUNT> kena bayar sekarang! PDRM tunggu luar pintu je! Hantar <PHONE> atau tangkap! <URL>",scam,perplexity_sonar,mixed
"🚔 SERGEANT ADAM CALL! Package awak ke Sarawak ada drugs, nama awak blacklisted PDRM! Jangan nk tangkap? Transfer cepat <RM_AMOUNT> je! Call <PHONE> atau waran keluar <DATE>! <URL>",scam,perplexity_sonar,mixed
😱 MAHKAMAH NOTIS! Awak under investigation money laundering + dadah parcel! LHDN & PDRM dah confirm! Bayar <RM_AMOUNT> sekarang NK selamatkan diri! <PHONE> tu je! <URL>,scam,perplexity_sonar,mixed
🚨 PUDU PDRM HOTLINE! Akaun Maybank awak linked to drug package Miri! RM<RM_AMOUNT> mesti transfer urgent atau arrest hari ni! Reply <OTP> cepat xleh lambat! <URL>,scam,perplexity_sonar,mixed
⚡ WARAN TANGKAP! Nama awak ada kes laundering duit + parcel dadah! Court bagi <DATE> je! Call <PHONE> transfer <RM_AMOUNT> atau police datang rumah! Hype up settle! <URL>,scam,perplexity_sonar,mixed
"🔥 INSPECTOR YONG PDRM! Investigation money laundering confirm, package awak penuh drugs! Jangan panik, bayar <RM_AMOUNT> ke akaun selamat NK! <PHONE> sekarang! <URL>",scam,perplexity_sonar,mixed
🚔 LHDN URGENT! Akaun Tabung Haji awak kena flag drug trafficking! Transfer <RM_AMOUNT> cepat atau PDRM arrest! Xleh tunggu <DATE>! Hantar OTP <OTP>! <URL>,scam,perplexity_sonar,mixed
😤 PDRM MACAU SYNDICATE BUST! Nama awak muncul dalam drug package Perlis! Bayar <RM_AMOUNT> sekarang je atau waran tangkap keluar! Call <PHONE> hype settle! <URL>,scam,perplexity_sonar,mixed
"Hey bro, got your wedding invite from <PHONE>? So sweet lah, download APK to view pretty design ya! <URL> Don't miss out hor![scam]",scam,perplexity_sonar,mixed
"Dear, our special day coming soon! Download this cute menu card APK to see feast details. So exciting kan? <URL> Love you![scam]",scam,perplexity_sonar,mixed
"Oi friend, update your Maybank app now lah, got RM50 voucher free! Just download latest APK here <URL> Fast before finish hor![scam]",scam,perplexity_sonar,mixed
Wedding invitation for you my dear! Open this APK file to RSVP and see photos. Cannot wait to celebrate together ya <URL>![scam],scam,perplexity_sonar,mixed
"CIMB bank alert: Your account need update to avoid suspend. Download APK now <URL> Super easy, protect your RM<RM_AMOUNT> balance lah![scam]",scam,perplexity_sonar,mixed
"Eh sayang, check out our wedding menu card APK! All the yummy food listed inside. Download cepat <URL> Hungry already sia![scam]",scam,perplexity_sonar,mixed
"Public Bank app update ready! Get it via APK to claim RM<RM_AMOUNT> cashback. Don't lazy lah, download <URL> now![scam]",scam,perplexity_sonar,mixed
Congrats on the invite! Tap download APK for full wedding details and map. So romantic hor <URL> See you there ya![scam],scam,perplexity_sonar,mixed
"RHB Now banking app got new version APK. Update to secure your funds, free RM20 too! Link here <URL> Tak boleh miss![scam]",scam,perplexity_sonar,mixed
Special wedding APK for you! View invitation card with animations inside. Download lah <URL> Make you smile big time![scam],scam,perplexity_sonar,mixed
"Hai lah, good news sia! I'm Hiring Manager from TikTok Affiliate Team. We hiring part-time likers & sharers, work from home je, earn RM500 daily gila easy. Click <URL> to start now ya!",scam,perplexity_sonar,mixed
"Hello bro/sis, super exciting offer! Like & share YouTube videos only, flexible hours at home. RM500 masuk poket every day. Reply 'YES' or call <PHONE> for details, jom join cepat!",scam,perplexity_sonar,mixed
"Eh, dream job alert! Hiring Manager here, part-time TikTok affiliate. Like few videos, share sikit, done! RM500 daily, no experience needed. Verify with <OTP> and <URL> to claim spot.",scam,perplexity_sonar,mixed
"Hey handsome/pretty, got part-time gig for you! YouTube like & share from home, earn RM500/day macam main-main je. Hiring Manager speaking, tap <URL> now before slots penuh!",scam,perplexity_sonar,mixed
"Salam, friendly reminder from Hiring Manager. TikTok part-time job open: like, share, relax at home. RM500 daily guaranteed, bank in Maybank/POSB fast. Call <PHONE> to register lah!",scam,perplexity_sonar,mixed
"Wah, lucky you! We from Affiliate Team hiring for YouTube/TikTok sharers. Work from home, RM500 per day senang giler. Enter <OTP> here and visit <URL> to lock your position ya.",scam,perplexity_sonar,mixed
"Hi sayang, Hiring Manager got special offer. Part-time like & share videos on TikTok, earn RM500 daily without keluar rumah. So tempting kan? Reply or <URL> sekarang!",scam,perplexity_sonar,mixed
"Bro, jangan lepaskan peluang! YouTube affiliate part-time, like share je, RM500 masuk akaun harian. Hiring Manager confirm, call <PHONE> or click <URL> for training free.",scam,perplexity_sonar,mixed
"Hello darling, easy money time! TikTok/YouTube liker job from home, RM500/day. Hiring Manager here, slots limited. Use <OTP> to verify and start earning besok!",scam,perplexity_sonar,mixed
"Oi, got hot job for you lah! Part-time affiliate, share videos TikTok style, work rumah je. RM500 daily, Hiring Manager approve. Check <URL> and reply <PHONE> fast fast!",scam,perplexity_sonar,mixed
"Hai sayang! Bantuan Sara Hidup kau dah approved RM<RM_AMOUNT> je. Cepat claim la, klik <URL> tu nk masuk e-wallet Touch n Go kau. Jangan lambat ye, xleh tunggu lama ni! 😘",scam,perplexity_sonar,mixed
"Eh bro, selamat! STR Bantuan Tunai Rahmah RM<RM_AMOUNT> dah siap untuk kau. Verify OTP <OTP> kat <URL> la, masuk terus ke Maybank kau. Pantas je, jom cepat! 😉",scam,perplexity_sonar,mixed
"Cantik hati aku nampak nama kau eligible Bantuan Sara Hidup RM<RM_AMOUNT>. Klik <URL> nk claim, transfer ke Boost e-wallet. Jangan sia-sia peluang ni ye sayang! 💕",scam,perplexity_sonar,mixed
"Woi, kau beruntung la! Approved Bantuan e-Wallet RM<RM_AMOUNT> dari govt. Hantar <PHONE> kau kat <URL> untuk confirm. Cepat, sebelum habis kuota! 😍",scam,perplexity_sonar,mixed
"Sayang, Bantuan Tunai Sara Hidup RM<RM_AMOUNT> dah ready untuk kau je. Klik <URL> dan masukkan IC, terus masuk CIMB account. Jom la, nk treat kau! 🥰",scam,perplexity_sonar,mixed
"Hehe, kau kena Bantuan Rahmah RM<RM_AMOUNT> ni! Claim kat <URL> dengan OTP <OTP>, masuk e-wallet ShopeePay. Xleh miss tau, pantas claim! 😘",scam,perplexity_sonar,mixed
"Hai gurl, approved la Bantuan Sara Hidup RM<RM_AMOUNT> untuk kau. Klik <URL> je nk verify bank Public Bank kau. Cepat sayang, duit menanti! 💋",scam,perplexity_sonar,mixed
"Bro, selamat pagi! STR e-Wallet claim RM<RM_AMOUNT> dah confirm. Hantar <PHONE> ke <URL> untuk proses. Jom la, nk belanja kau makan! 😉",scam,perplexity_sonar,mixed
"Wah, kau eligible Bantuan Tunai RM<RM_AMOUNT> je! Klik <URL> dan OTP <OTP> untuk masuk GrabPay. Jangan lambat ni, peluang emas tau! 😍",scam,perplexity_sonar,mixed
"Sayangku, Bantuan Sara Hidup RM<RM_AMOUNT> dah lulus untuk kau. Verify kat <URL> dengan no akaun RHB kau. Cepat claim, nk puaskan hati kau! 💖",scam,perplexity_sonar,mixed
Oi! PDRM here lah! Your name got link with drug package from KLIA tu! Waran tangkap dah keluar! Quick quick transfer <RM_AMOUNT> to this secure account before we raid your house tonight ah! <URL> now!,scam,perplexity_sonar,mixed
"Emergency! LHDN officer speaking! You involved in money laundering case sia! <DATE> your account will freeze if don't settle <RM_AMOUNT> fine immediately! Hantam transfer to PDRM account la, fast fast!",scam,perplexity_sonar,mixed
Woi! ASP from PDRM! Your IC number pop up in drug syndicate list! Got parcel with ganja at customs! Pay <RM_AMOUNT> bail now or we sambut you at door tomorrow morning! Click <URL> and send OTP!,scam,perplexity_sonar,mixed
"Halo! Mahkamah Kuala Lumpur calling! You under investigation for money laundering from Maybank transactions! Waran arrest ready! Transfer <RM_AMOUNT> to court escrow account cepat lah, don't kena tangkap!",scam,perplexity_sonar,mixed
"Yoo! PDRM Anti-Narcotics Unit! Your phone number linked to heroin package seized in Penang! Super urgent, pay <RM_AMOUNT> to clear name before team comes arrest you! <PHONE> for details now!",scam,perplexity_sonar,mixed
"Alert! LHDN Tax Fraud Division! Your tax return got money laundering red flag! <RM_AMOUNT> penalty or we blacklist all your CIMB accounts and issue waran! Transfer fast ah, click <URL>!",scam,perplexity_sonar,mixed
Bro! Court officer here! Drug package with your address found in JB! Investigation confirm money laundering too! Settle <RM_AMOUNT> fine sekarang or PDRM van outside your house soon! Send <OTP> la!,scam,perplexity_sonar,mixed
"Wah lau! PDRM HQ! You name in blacklist for ecstasy parcel from overseas! Pay <RM_AMOUNT> to secure release before <DATE> arrest warrant execute! Hype up, transfer to this Maybank now!",scam,perplexity_sonar,mixed
Oi oi! LHDN + PDRM joint op! Your Public Bank got trace to drug money! Super serious case! Quick transfer <RM_AMOUNT> to freeze lift account or kena tangkap and court straight away lah!,scam,perplexity_sonar,mixed
"Tengah panic? Mahkamah Shah Alam! Waran tangkap for you cause money laundering + drug link! Pay <RM_AMOUNT> immediately via <URL> and give <OTP>, we settle for you fast fast no problem!",scam,perplexity_sonar,mixed
"Hai darling, this is Inspector Aishah from PDRM Cyber Unit. Your name linked to drug package at KLIA customs ya. Don't worry lah, settle quick can clear. Transfer RM5,000 to secure account now, I guide you step by step. Call <PHONE> or click <URL> my sweet.",scam,perplexity_sonar,mixed
"Hello handsome, LHDN officer here, Nadia speaking. Got money laundering case on your Maybank account, involve RM10,000 suspicious funds. No need panic, we can resolve privately. Send <OTP> and RM3,000 fee to this secure link <URL>, then we close case for you okay?",scam,perplexity_sonar,mixed
"Sayang, Courts officer Razak from Putrajaya. Waran tangkap issued for you cos drug parcel with ganja in your name. But I like you, help settle RM8,000 now via transfer, I cancel warrant personally. Reply fast, or police come doorsteps. <PHONE> for details.",scam,perplexity_sonar,mixed
"Hey cutie, PDRM HQ calling, ASP Lina. Your IC involved in drug smuggling from Penang port. Threat arrest if not clear. Transfer RM4,500 to holding account, I make sure everything smooth. Trust me lah, click <URL> and follow instructions darling.",scam,perplexity_sonar,mixed
"Good afternoon sayangku, this LHDN audit team, En. Farid. Money laundering probe on your CIMB savings, RM15,000 flagged. Don't stress, pay RM6,000 clearance fee now, case dropped. Share <OTP> here, I handle sweetly for you. Call <PHONE>.",scam,perplexity_sonar,mixed
"Baby, Inspector Siti from PDRM Narcotics. Package with syabu addressed to you seized at JB checkpoint. Waran tangkap ready, but cooperate transfer RM7,000 to secure wallet, I protect you. So easy peasy, just <URL> and done. Miss you already.",scam,perplexity_sonar,mixed
"Halo gorgeous, Courts clerk Aina here. Your name in drug trafficking list, investigation from LHDN too. Need RM2,500 bond immediate to avoid arrest. Friendly advice: transfer to <PHONE> linked account now, I whisper more secrets later.",scam,perplexity_sonar,mixed
"Darling, PDRM Commercial Crime officer Amir. Money laundering with RM12,000 from fake parcel drugs. No arrest if you pay RM9,000 verification fee quick. Click <URL>, enter <OTP>, we settle private lah. You're safe with me.",scam,perplexity_sonar,mixed
"Sweetie pie, LHDN special unit, Cik Nur. Drug package linked to your Public Bank, waran from courts coming. Relax, RM4,000 fine settles all by today <DATE>. Transfer now, I reward you with good news. <PHONE> tuan.",scam,perplexity_sonar,mixed
"Hey love, ASP Mimi PDRM. Got your file for money laundering via drug courier in your name. Threatening arrest unless RM11,000 to safe account. I got soft spot for you, follow <URL> and pay, everything kena clear smooth smooth.",scam,perplexity_sonar,mixed
"Woi bro! Shopee order kau tu system error lah, kena bayar balik RM<RM_AMOUNT> cepat sikit to Maybank <PHONE> ni. Refund wallet masuk terus excited gila! PM sekarang <URL>",scam,perplexity_sonar,mixed
"Yay! Lazada flash sale kau menang iPhone free! Tapi kena verify dulu la, transfer RM50 to CIMB <PHONE> for refund wallet. Cepat before <DATE> habis stock! <URL>",scam,perplexity_sonar,mixed
"Eh korang! Carousell seller sini, barang kau ready tapi postage fee RM<RM_AMOUNT> je. Bayar Public Bank <PHONE> la, then PM tepi for tracking. Hype betul deal ni! <URL>",scam,perplexity_sonar,mixed
"Super excited! Mudah.my order kau ada issue, system glitch need topup RM<RM_AMOUNT> to Touch n Go wallet <PHONE>. Refund double masuk soon! Klik <URL> now!",scam,perplexity_sonar,mixed
"Bro! Shopee PM tepi: Parcel kau stuck, bayar balance RM<RM_AMOUNT> to RHB <PHONE> cepat. Lepas tu wallet refund bombastic! Jangan lambat la <URL>",scam,perplexity_sonar,mixed
"Wah lau eh! Lazada lucky draw menang voucher RM500! Claim with OTP <OTP> and transfer small fee RM20 to UOB <PHONE>. Hype gila, free shopping! <URL>",scam,perplexity_sonar,mixed
"Tengok ni! Carousell seller hype sale, iPad murah tapi kena settle admin RM<RM_AMOUNT> to AmBank <PHONE> dulu. PM for details, refund wallet fast! <URL>",scam,perplexity_sonar,mixed
"Yesss! Mudah.my system error on your order, bayar lagi RM<RM_AMOUNT> to Hong Leong <PHONE> je. Then full refund + bonus masuk wallet! Excited tak? <URL>",scam,perplexity_sonar,mixed
"Korang jangan miss! Shopee fake charge issue, topup RM<RM_AMOUNT> to Alliance Bank <PHONE> sekarang. Wallet refund x10 lipat hype betul! Klik <URL>",scam,perplexity_sonar,mixed
"Boom! Lazada parcel ready tapi need confirm payment RM<RM_AMOUNT> to BSN <PHONE>. PM tepi for tracking, refund wallet masuk malam ni la! Super deal <URL>",scam,perplexity_sonar,mixed
"Sayangku, saya Pilot Ahmad dari KL, sekarang di lapangan terbang Dubai. Saya hantar parcel hadiah emas dan wang RM50,000 untuk kita kahwin, tapi kastam Malaysia tahan di KLIA. Tolong bayar cukai pelepasan <RM_AMOUNT> ke Maybank akaun <PHONE> supaya kita boleh bersama soon ya? Saya rindu awak sangat ❤️ <URL>",scam,perplexity_sonar,mixed
"Habibti tercinta, Engineer Ali ni, asal Johor tapi kerja offshore di Laut China Selatan. Dah hantar gift istimewa - jam tangan Rolex dan duit poket untuk awak. Stuck kat customs JB, kena settle bayaran <RM_AMOUNT> guna <OTP> dari CIMB Click. Cepat ya sayang, nanti kita fly ke Paris berdua! 😘 <URL>",scam,perplexity_sonar,mixed
"Puisi hati saya untuk awak: Awak cahaya hidup saya. Saya Kapten Rahman, pilot MAS, hantar parcel cinta berisi barang kemas dan <RM_AMOUNT> wang tunai. Pegawai kastam hubungi, perlu bayar denda di PNB akaun <PHONE> untuk release. Jangan biar halangan ni pisahkan kita, tolong sekali ni je ❤️ <URL>",scam,perplexity_sonar,mixed
"Sayang, Engineer Iskandar dari Penang ni, tengah project di Singapura. Saya surprise awak dengan parcel besar - iPhone latest dan cash RM20,000. Tapi Kastam KL minta <RM_AMOUNT> bayaran urgent via Public Bank <OTP>. Saya tak sabar nak peluk awak, settle cepat lah ye? Miss you so much! 💕 <URL>",scam,perplexity_sonar,mixed
"Cinta saya, Pilot Farid asal Melaka, flight ke Australia tapi hantar hadiah dulu untuk tunang kita. Parcel tu ada wang dan cincin berlian, stuck customs LCCT. Tolong transfer <RM_AMOUNT> ke RHB Bank <PHONE> guna <OTP>, nanti kita balik kampung bersama. Awak buah hati saya selamanya 😍 <URL>",scam,perplexity_sonar,mixed
"Darling, saya Engineer Hassan dari Ipoh, kerja di rig minyak Sabah. Dah pos parcel spesial - emas 24k dan <RM_AMOUNT> untuk masa depan kita. Pegawai kastam minta bayar cukai di AmBank akaun <PHONE>. Cepat settle supaya parcel sampai tangan awak, saya janji kahwin bulan depan ya sayang? ❤️ <URL>",scam,perplexity_sonar,mixed
"Awak soulmate saya, Kapten Zain pilot AirAsia, hantar gift romantis dari Bali - wang tunai dan tas branded. Tapi tertahan kat customs Penang, kena <RM_AMOUNT> pelepasan via Maybank2u <OTP> ke <PHONE>. Tolong ya cintaku, nanti kita honeymoon di Langkawi berdua je! 😘 <URL>",scam,perplexity_sonar,mixed
"Sayang manis, Engineer Khalid ni, project di KL tapi hantar parcel dari luar untuk awak. Isi duit poket RM30,000 dan barang kemas, stuck di Kastam LCCT. Bayar <RM_AMOUNT> urgent ke CIMB <PHONE> guna <OTP>. Saya tak tahan rindu, cepat lah settle supaya kita jumpa! Love you forever 💖 <URL>",scam,perplexity_sonar,mixed
"Hati saya milik awak, Pilot Syed dari Terengganu, flight ke Europe tapi parcel hadiah dah sampai KL. Kastam minta <RM_AMOUNT> denda PNB <PHONE> untuk release wang dan jam mewah tu. Tolong sekali ni ya habibti, nanti kita bina keluarga bahagia bersama ❤️ <URL>",scam,perplexity_sonar,mixed
"Cinta sejati, Engineer Mahmud asal Kedah, kerja di Batam. Surprise parcel - cash besar dan perhiasan untuk awak. Tertahan customs JB, settle <RM_AMOUNT> via RHB <OTP> ke <PHONE>. Saya tak boleh hidup tanpa awak, cepat bayar ya sayang, mimpi kita tunggu! 😍 <URL>",scam,perplexity_sonar,mixed
"Oi, your Maybank account kena hack! Urgent update app sekarang or lose all your RM. Download APK here: <URL>",scam,perplexity_sonar,mixed
Wedding invitation from your cousin in KL! Cannot view without APK lah. Hurry download before <DATE>: <URL>,scam,perplexity_sonar,mixed
CIMB bank alert: Suspicious RM<RM_AMOUNT> transaction. Verify now or account suspended! Install update APK: <URL>,scam,perplexity_sonar,mixed
"Parcel from PosLaju stuck, pay RM<RM_AMOUNT> fine fast! Download tracking APK to settle: <URL>",scam,perplexity_sonar,mixed
Your BSH aid RM<RM_AMOUNT> ready but need verify. Download gov app APK immediately: <URL>,scam,perplexity_sonar,mixed
Public Bank OTP intercepted! Update security APK sekarang or scammers take everything: <URL>,scam,perplexity_sonar,mixed
"Menu card for family dinner event! View details only with this APK, jangan lambat: <URL>",scam,perplexity_sonar,mixed
Traffic summons RM<RM_AMOUNT> unpaid! Download JPJ app APK to check & pay before court: <URL>,scam,perplexity_sonar,mixed
"RHB bank app crash, urgent fix! Install this APK or cannot access funds tomorrow: <URL>",scam,perplexity_sonar,mixed
"Wedding RSVP from friend in Penang, open APK to confirm attendance cepat-cepat: <URL>",scam,perplexity_sonar,mixed
"Hey bro, need quick cash? Pinjaman Wang Berlesen approved in 30min, 0% interest, blacklist OK! Just pay small processing fee RM200 at <URL> lah. Fast & easy wor~ 😘",scam,perplexity_sonar,mixed
"Hai handsome, saya ada special loan for you! Ah Long approved, no guarantor, blacklist pun boleh. Transfer insurance fee RM150 to <PHONE> then wang masuk akaun tomorrow ya~ 💋",scam,perplexity_sonar,mixed
"Good news! Your Pinjaman Wang application approved RM10,000. 0% interest forever, even CTOS blacklisted OK. Pay upfront admin fee RM300 via <URL> now, cepat kasi! 😉",scam,perplexity_sonar,mixed
"Darling, urgent loan ready for you! Fast approval, no interest, blacklist no problem. Just settle processing fee RM250 first at <URL>, then enjoy your money lah sayang~ 😍",scam,perplexity_sonar,mixed
"Eh korang, Pinjaman Wang Berlesen here! 0% interest, approve dalam seminit, blacklist pun pass. Send insurance deposit RM180 to <PHONE> je, wang transfer terus! Sweet deal wor~ 💕",scam,perplexity_sonar,mixed
"Hi sexy, I got the best Ah Long loan for you. Guaranteed approval, 0% rate, no check needed. Pay small fee RM220 via <URL> for processing, then relax with cash ya~ 😜",scam,perplexity_sonar,mixed
"Nak duit cepat? Pinjaman approved RM5,000, 0% interest, blacklist OK! Transfer admin charge RM150 to <PHONE> now, esok dah boleh guna. Don't miss out lah bro! 🔥",scam,perplexity_sonar,mixed
"Baby, special offer Pinjaman Wang! Fast approve, zero interest, even bad record pun boleh. Just pay insurance RM199 at <URL>, wang masuk immediately wor~ 😘💰",scam,perplexity_sonar,mixed
"Hello sayang, Ah Long Pinjaman ready! 0% interest, no hassle approval, blacklist no issue. Settle processing fee RM280 via <PHONE>, then happy spending lah~ 😉",scam,perplexity_sonar,mixed
"Yoyo, got super fast loan for you! Pinjaman Wang Berlesen, 0% rate, blacklist approved. Pay upfront fee RM170 at <URL> je, duit masuk akaun hari ni! Come on, easy money~ 😍",scam,perplexity_sonar,mixed
"Salam, this is official Pinjaman Wang Berlesen from BSN agent. You approved for <RM_AMOUNT> loan, 0% interest, blacklist OK also can la. Just transfer <RM_AMOUNT> processing fee to <PHONE> now, fast approval within 1 hour.",scam,perplexity_sonar,mixed
"Hai, Maybank Loan Department here. Pinjaman wang cepat, RM<RM_AMOUNT> with no collateral needed. Blacklist pun tak apa. Pay insurance fee <RM_AMOUNT> upfront via <URL>, then money masuk akaun you straight away.",scam,perplexity_sonar,mixed
"Assalamualaikum, Ah Long berlesen approved your application for <RM_AMOUNT> pinjaman. 0% faedah, instant transfer. Send admin fee RM<RM_AMOUNT> to this number <PHONE>, limited slots only, act fast lah bro.",scam,perplexity_sonar,mixed
"Dear customer, Public Bank Pinjaman Wang team. You eligible for fast cash loan <RM_AMOUNT>, tak payah check CCRIS. Transfer processing and insurance RM<RM_AMOUNT> sekarang, by <DATE> must done or offer expire.",scam,perplexity_sonar,mixed
"Hello, this official from CIMB Ah Long services. Pinjaman berlesen RM<RM_AMOUNT>, 0% interest forever. Blacklist OK, just pay upfront fee <RM_AMOUNT> to <PHONE>, then we proceed with OTP verification.",scam,perplexity_sonar,mixed
"Pinjaman wang mudah approved! From licensed agent RHB Bank. Get <RM_AMOUNT> today, no documents needed. Transfer RM<RM_AMOUNT> for processing fee via <URL>, money will come back with loan amount la.",scam,perplexity_sonar,mixed
"Selamat pagi, Bank Islam Pinjaman Department. Your <RM_AMOUNT> syariah loan approved, blacklist tak kisah. Bayar insurance fee RM<RM_AMOUNT> first to <PHONE>, then pinjaman transfer dalam 30 minit.",scam,perplexity_sonar,mixed
"Urgent! AEON Credit Ah Long offer: RM<RM_AMOUNT> pinjaman wang, 0% interest, fast approval. Send <RM_AMOUNT> admin charge now to this <URL>, or lose chance forever lah.",scam,perplexity_sonar,mixed
"Official msg from UOB Loan Centre. Pinjaman berlesen <RM_AMOUNT>, tak payah collateral or check. Just transfer processing fee RM<RM_AMOUNT> to <PHONE>, key in <OTP> for release.",scam,perplexity_sonar,mixed
"Hai lah, Standard Chartered Pinjaman Wang agent. Approved RM<RM_AMOUNT> for you, 0% faedah, blacklist pun boleh. Upfront insurance RM<RM_AMOUNT> bayar sekarang via <PHONE>, by <DATE> must settle or cancel.",scam,perplexity_sonar,mixed
紧急！PDRM总部通知：你的包裹被查获，内藏毒品！waran tangkap 已发出，立即转账 <RM_AMOUNT> 到安全账户避免逮捕。拨 <PHONE> 确认！勿挂断！[2],scam,perplexity_sonar,mixed
LHDN 调查局：你涉嫌洗钱，账户将被冻结！包里有drugs，快付 <RM_AMOUNT> RM 到 <URL> 结算。否则法院传票即到！Call <PHONE> now！[1],scam,perplexity_sonar,mixed
注意！皇家警方PDRM：你的名字在money laundering 名单，包裹含非法物品。限 <DATE> 前转<RM_AMOUNT> 到指定Maybank账户。不然上门抓人！<PHONE> 联络！[2],scam,perplexity_sonar,mixed
法院通知：你卷入毒品走私案，waran tangkap 已签发！紧急转移 <RM_AMOUNT> RM 保释，避免被捕。点击<URL> 或打<PHO NE>！Jangan lari！[5],scam,perplexity_sonar,mixed
PDRM反洗钱组：检测到你的包裹有syok drugs！调查中，付<RM_AMOUNT> 到LHDN账户解冻。不然全家遭殃！立即<PHO NE> 或<URL>！[2],scam,perplexity_sonar,mixed
紧急警报！马来西亚法院：钱洗黑钱案牵涉你，毒品包裹被截。快转<RM_AMOUNT> RM，不然警察到门！验证<OTP> 打<PHO NE>！[1],scam,perplexity_sonar,mixed
PDRM总部：你被列为suspect，包裹内drugs smuggling！waran tangkap 随时执行，转<RM_AMOUNT> 到CIMB安全户。Call <PHONE> 别迟！[4],scam,perplexity_sonar,mixed
LHDN 税务局：洗钱调查，你的账户有问题！包里有ganja，快付<RM_AMOUNT> RM 避免逮捕。访问<URL> 或<PHO NE> 立即！Tak boleh tunggu！[2],scam,perplexity_sonar,mixed
皇家马来西亚警方：致命accident 涉及你的车，钱洗+drugs！法院waran 已出，转<RM_AMOUNT> 保释金。不然抓去lockup！<PHONE> now！[5],scam,perplexity_sonar,mixed
紧急！PDRM + LHDN 联合：你的包裹藏毒，洗钱罪名成立！限时转<RM_AMOUNT> RM 到Public Bank。不付就arrest！输入<OTP> 致<PHO NE>！[1],scam,perplexity_sonar,mixed
亲爱的，我是马来西亚航空的工程师David。我们聊了好久，我特地从吉隆坡寄了礼物给你，包括名牌包和珠宝。但海关扣住了，需要缴<RM_AMOUNT>税款才能放行。请帮我转到Maybank账户<PHONE>，不然礼物就没了。爱你！,scam,perplexity_sonar,mixed
宝贝，你好呀！我是Petronas石油工程师Alex，现在在槟城项目。给你寄了惊喜礼物，但Johor海关要求付<RM_AMOUNT>清关费。快用Public Bank转给我<PHONE>，不然要罚款销毁。谢谢你这么信任我！,scam,perplexity_sonar,mixed
嗨，亲爱的Malaysia girl。我是工程师Michael，从KL机场寄的爱之礼物被CIMB银行海关拦住。要<RM_AMOUNT>才能取回钻戒和手表。请输入<OTP>验证，转到这个号码<PHONE>。我们很快见面啦！,scam,perplexity_sonar,mixed
"我的爱人，我在沙巴做飞行员pilot，给你买了LV包包寄来。但海关说要付<RM_AMOUNT>费用，不然退回。麻烦用RHB Bank转<PHONE>，我马上补给你。Manglish style: 快点lor, don't want waste mah。",scam,perplexity_sonar,mixed
Hello sayang，我是工程师Tom，从怡保寄礼物给你庆祝我们的爱。但海关通知需要<RM_AMOUNT>缴税。点击<URL>查看包裹详情，然后转Maybank <PHONE>。你是我的一切！,scam,perplexity_sonar,mixed
亲爱的，我Petronas的senior engineer John。给你寄了惊喜，但KL海关扣了，要<RM_AMOUNT>才能释放。Use UOB Bank转<PHONE>，我保证双倍还你。谢谢宝贝这么帮我！,scam,perplexity_sonar,mixed
"Lah, my dear，我们感情这么好，我工程师Ben从Miri寄礼物来。但海关要<RM_AMOUNT>，不然丢掉。快转Public Bank <PHONE>，输入<OTP>确认。爱你到天边！",scam,perplexity_sonar,mixed
宝贝，我是航空pilot Kevin，在槟城。礼物包被海关拦，要付<RM_AMOUNT>税款取回名表和香水。转CIMB <PHONE>，我下周飞来见你。Can trust me one！,scam,perplexity_sonar,mixed
