text,label,category,language,tone,obfuscation,urgency,source_seed_id
JABATAN KASTAM DIRAJA MALAYSIA: Your parcel for <RM_AMOUNT> value from outside country got suspicious. Pls make payment <RM_AMOUNT> for 'security clearance' at <URL>. Failure to comply will result in arrest.,scam,Ecommerce_Scam,Manglish,Pitiful/Desperate (Charity/Lost Wallet),"Leetspeak (u w0n pr1ze, RM1OOO)",High,80
"ATTENTION: We found your details used for a fake 'refund wallet' claim on Shopee. You must call <PHONE> and provide <OTP> to resolve, else your personal details will be exposed publicly. Your choice lah!",scam,Ecommerce_Scam,Manglish,Pitiful/Desperate (Charity/Lost Wallet),"Leetspeak (u w0n pr1ze, RM1OOO)",High,80
"Perhatian! Kami dapati kenderaan anda ada saman JPJ tertunggak. Road tax you expired, kan? Ini boleh sebabkan you kena blacklisted. Sila semak segera melalui L.ink ini <URL> dan jelaskan tunggakan <RM_AMOUNT> dalam masa 24 jam. Kalau tak settle, nanti susah mau renew lesen, padan muka!",scam,Road_Scam,Manglish,Pitiful/Desperate (Charity/Lost Wallet),"Leetspeak (u w0n pr1ze, RM1OOO)",High,80
"Tuan/Puan, berkaitan dengan insiden di jalan raya semalam, pihak kami mendapati you terlibat dalam kemalangan kecil. Client kami nak settle tepi, but if you tak kerjasama, kami terpaksa report polis. Better bayar damage <RM_AMOUNT> terus. Contact kami di W.h.a.t.s.A.p.p <PHONE> untuk bincang, kan senang.",scam,Road_Scam,Manglish,Pitiful/Desperate (Charity/Lost Wallet),"Leetspeak (u w0n pr1ze, RM1OOO)",High,80
"Notis Penting: Kenderaan anda bernombor plate XXXX telah melanggar peraturan parking di kawasan larangan. Jika denda sebanyak <RM_AMOUNT> tidak dijelaskan dalam 3 jam, pihak towing akan datang tarik kereta you. Sila hubungi hotline kami di <PHONE> atau klik pautan ini <URL> untuk elak masalah.",scam,Road_Scam,Manglish,Pitiful/Desperate (Charity/Lost Wallet),"Leetspeak (u w0n pr1ze, RM1OOO)",High,80
"Hello, this is from Enforcement Unit. Your vehicle's road tax history shows irregularities. We suspect you ada saman LHDN yang tak bayar. Sila sahkan identity you via this L.ink <URL> and settle amount <RM_AMOUNT> immediately. Failure to comply will result in your IC_NUM being flagged.",scam,Road_Scam,Manglish,Pitiful/Desperate (Charity/Lost Wallet),"Leetspeak (u w0n pr1ze, RM1OOO)",High,80
"Hi, kami dari unit penguatkuasaan. Ada rekod you ada tunggakan saman JPJ yang serius. You better settle la, this is very urgent one. Total <RM_AMOUNT>. Kalau tak bayar, lesen you kena gantung, you know? Click this W.h.a.t.s.A.p.p L.ink <URL> for details, jangan lambat-lambat.",scam,Road_Scam,Manglish,Pitiful/Desperate (Charity/Lost Wallet),"Leetspeak (u w0n pr1ze, RM1OOO)",High,80
"Urgent! Kami dapati you terlibat dalam pelanggaran cermin sisi kereta kami. Client kami tak nak panjangkan cerita. Boleh settle tepi je. Just transfer <RM_AMOUNT> to account <BANK_NAME> and we close this case. If not, kita jumpa mahkamah, then you lagi susah.",scam,Road_Scam,Manglish,Pitiful/Desperate (Charity/Lost Wallet),"Leetspeak (u w0n pr1ze, RM1OOO)",High,80
"Dear user, your vehicle with plate XXXX is due for immediate inspection due to multiple traffic violations. Kegagalan untuk hadir akan menyebabkan kereta you kena sita. Call our centre at <PHONE> to schedule an appointment. Ini bukan main-main punya hal, ini serius.",scam,Road_Scam,Manglish,Pitiful/Desperate (Charity/Lost Wallet),"Leetspeak (u w0n pr1ze, RM1OOO)",High,80
"Pihak kami menerima aduan tentang kenderaan anda yang menghalang laluan. Kami sedang dalam proses untuk hantar towing. Untuk elak kereta you kena tarik, sila buat pembayaran denda <RM_AMOUNT> melalui pautan <URL> segera. Jangan sampai menyesal nanti, ya.",scam,Road_Scam,Manglish,Pitiful/Desperate (Charity/Lost Wallet),"Leetspeak (u w0n pr1ze, RM1OOO)",High,80
"A.T.T.E.N.T.I.O.N: Rekod JPJ menunjukkan ada saman aktif atas nama anda yang berkaitan dengan 'Road tax expired'. Total <RM_AMOUNT>. You better settle this thing fast, bro. Kalau tak, IC_NUM you kena freeze, nanti susah mau buat apa-apa. Klik sini L.ink <URL>.",scam,Road_Scam,Manglish,Pitiful/Desperate (Charity/Lost Wallet),"Leetspeak (u w0n pr1ze, RM1OOO)",High,80
"Hello, kami wakil syarikat insuran. Ada rekod kata you terlibat dalam 'hit and run' kes semalam. Kami ada bukti, you know? If you want to settle luar, bayar je <RM_AMOUNT> ke akaun kami. Otherwise, we will proceed with police report and claim full damages. W.h.a.t.s.A.p.p <PHONE> now!",scam,Road_Scam,Manglish,Pitiful/Desperate (Charity/Lost Wallet),"Leetspeak (u w0n pr1ze, RM1OOO)",High,80
"Notis Dari JPJ: Your driving license is at risk of being suspended due to unpaid saman. Jumlah <RM_AMOUNT>. Sila selesaikan dalam masa 48 jam atau lesen you kena tarik. Untuk maklumat lanjut, sila layari L.ink ini <URL> atau hubungi <PHONE>.",scam,Road_Scam,Manglish,Pitiful/Desperate (Charity/Lost Wallet),"Leetspeak (u w0n pr1ze, RM1OOO)",High,80
Urgent P.A.Y.M.E.N.T Required! Your vehicle has been identified in a recent traffic incident that requires immediate settlement. The claim amount is <RM_AMOUNT>. Sila buat bayaran melalui TNG eWallet ke <PHONE> untuk elak tindakan undang-undang. This is your final warning.,scam,Road_Scam,Manglish,Pitiful/Desperate (Charity/Lost Wallet),"Leetspeak (u w0n pr1ze, RM1OOO)",High,80
"Tuan, kami dari Pejabat Penguatkuasaan Trafik. Sistem kami dapati kenderaan you ada saman outstanding yang lama. Total <RM_AMOUNT>. Kalau tak bayar, nanti roadblock you kena tahan. Sila guna L.ink ini <URL> untuk semak dan bayar segera. Jangan buat-buat tak tahu pula.",scam,Road_Scam,Manglish,Pitiful/Desperate (Charity/Lost Wallet),"Leetspeak (u w0n pr1ze, RM1OOO)",High,80
Perhatian! Ada rekod menunjukkan you punya road tax dan insuran sudah lama expired. Ini satu kesalahan besar tau. Kami akan laporkan kepada JPJ jika tiada tindakan diambil. Sila renew dan bayar denda <RM_AMOUNT> melalui W.h.a.t.s.A.p.p L.ink <URL> segera.,scam,Road_Scam,Manglish,Pitiful/Desperate (Charity/Lost Wallet),"Leetspeak (u w0n pr1ze, RM1OOO)",High,80
"Hello, kami adalah dari pihak guaman yang mewakili mangsa kemalangan. Kenderaan anda terlibat. Klien kami bersedia 'settle tepi' dengan bayaran ganti rugi <RM_AMOUNT>. Jika tidak, laporan polis dan tuntutan mahkamah akan difailkan. Sila hubungi <PHONE> untuk perundingan.",scam,Road_Scam,Manglish,Pitiful/Desperate (Charity/Lost Wallet),"Leetspeak (u w0n pr1ze, RM1OOO)",High,80
"Penting! Kenderaan anda telah dikenalpasti membuat pusingan U di kawasan larangan. Saman sebanyak <RM_AMOUNT> telah dikeluarkan. Jika tidak dibayar dalam tempoh 2 hari, IC_NUM anda akan disenaraihitamkan. Sila klik pautan <URL> untuk bayaran. Cepat sikit, jangan buang masa.",scam,Road_Scam,Manglish,Pitiful/Desperate (Charity/Lost Wallet),"Leetspeak (u w0n pr1ze, RM1OOO)",High,80
Notis Penguatkuasaan JPJ: Ada rekod saman speed trap tak berbayar atas nama anda. Jumlah <RM_AMOUNT>. Ini boleh menjejaskan rekod pemanduan anda. Sila selesaikan dengan segera melalui L.ink ini <URL> atau hubungi <PHONE> untuk elak tindakan tegas.,scam,Road_Scam,Manglish,Pitiful/Desperate (Charity/Lost Wallet),"Leetspeak (u w0n pr1ze, RM1OOO)",High,80
"Greetings, this is a final warning from the traffic department. Your vehicle has accumulated several parking fines totaling <RM_AMOUNT>. If not paid by <DATE>, your car will be towed. Please make payment via the provided W.h.a.t.s.A.p.p L.ink <URL>.",scam,Road_Scam,Manglish,Pitiful/Desperate (Charity/Lost Wallet),"Leetspeak (u w0n pr1ze, RM1OOO)",High,80
"Perhatian! Kami dapati rekod menunjukkan you ada tunggakan saman yang menjejaskan lesen memandu you. Jumlah <RM_AMOUNT>. Kalau tak settle, nanti tak boleh renew lesen, tahu? Sila klik L.ink ini <URL> untuk semak status dan buat bayaran secepat mungkin.",scam,Road_Scam,Manglish,Pitiful/Desperate (Charity/Lost Wallet),"Leetspeak (u w0n pr1ze, RM1OOO)",High,80
"Tuan/Puan, berkaitan dengan aduan kemalangan semalam, kami dari unit penyiasatan. Mangsa nak settle tepi, tapi you tak reply. Kami terpaksa hantar laporan ke polis jika tiada pembayaran ganti rugi <RM_AMOUNT> dibuat dalam 24 jam. Please W.h.a.t.s.A.p.p kami di <PHONE> segera.",scam,Road_Scam,Manglish,Pitiful/Desperate (Charity/Lost Wallet),"Leetspeak (u w0n pr1ze, RM1OOO)",High,80
Urgent loan approval with 0% interest! Blacklist OK. Pay processing fee of <RM_AMOUNT> to <BANK_NAME> acct. W.h.a.t.s.A.p.p <PHONE> for L.ink.,scam,Financial_Loan,English (Malaysian Standard),Pitiful/Desperate (Charity/Lost Wallet),"Leetspeak (u w0n pr1ze, RM1OOO)",High,80
Last call! Your loan application is approved. Transfer <RM_AMOUNT> as insurance fee today or face legal action. Contact <PHONE> immediately.,scam,Financial_Loan,English (Malaysian Standard),Pitiful/Desperate (Charity/Lost Wallet),"Leetspeak (u w0n pr1ze, RM1OOO)",High,80
P.injaman W.ang B.erlesen. Blacklist? No problem! Fast approval. Get your loan now! W.h.a.t.s.A.p.p <PHONE>. Apply via <URL>.,scam,Financial_Loan,English (Malaysian Standard),Pitiful/Desperate (Charity/Lost Wallet),"Leetspeak (u w0n pr1ze, RM1OOO)",High,80
[FINAL NOTICE] Your loan is pending. Clear <RM_AMOUNT> admin fee by <DATE> to avoid penalty. Call <PHONE> for details.,scam,Financial_Loan,English (Malaysian Standard),Pitiful/Desperate (Charity/Lost Wallet),"Leetspeak (u w0n pr1ze, RM1OOO)",High,80
Urgent! We detected an overdue loan payment from your IC <IC_NUM>. Pay <RM_AMOUNT> now to avoid legal action. Call <PHONE>.,scam,Financial_Loan,English (Malaysian Standard),Pitiful/Desperate (Charity/Lost Wallet),"Leetspeak (u w0n pr1ze, RM1OOO)",High,80
Your instant cash loan of <RM_AMOUNT> approved! Claim now by paying upfront <RM_AMOUNT> for stamp duty. W.h.a.t.s.A.p.p <PHONE>.,scam,Financial_Loan,English (Malaysian Standard),Pitiful/Desperate (Charity/Lost Wallet),"Leetspeak (u w0n pr1ze, RM1OOO)",High,80
Don't miss out! Get <RM_AMOUNT> loan fast. Blacklist OK. Apply now! Only <RM_AMOUNT> processing fee. W.h.a.t.s.A.p.p <PHONE>.,scam,Financial_Loan,English (Malaysian Standard),Pitiful/Desperate (Charity/Lost Wallet),"Leetspeak (u w0n pr1ze, RM1OOO)",High,80
Legal action initiated for unpaid loan application fee. Pay <RM_AMOUNT> to <BANK_NAME> account or respond to <PHONE>.,scam,Financial_Loan,English (Malaysian Standard),Pitiful/Desperate (Charity/Lost Wallet),"Leetspeak (u w0n pr1ze, RM1OOO)",High,80
Pinjaman Peribadi Cepat! Low interest. No collateral. Instant approval. W.h.a.t.s.A.p.p <PHONE> for more info.,scam,Financial_Loan,English (Malaysian Standard),Pitiful/Desperate (Charity/Lost Wallet),"Leetspeak (u w0n pr1ze, RM1OOO)",High,80
"Warning! Your loan application for <RM_AMOUNT> requires an insurance payment of <RM_AMOUNT>. Fail to pay, application cancelled. Contact <PHONE>.",scam,Financial_Loan,English (Malaysian Standard),Pitiful/Desperate (Charity/Lost Wallet),"Leetspeak (u w0n pr1ze, RM1OOO)",High,80
Congratulations! Your loan is conditionally approved! Transfer <RM_AMOUNT> for 'gov tax' via <URL> to proceed. Reply OK to <PHONE>.,scam,Financial_Loan,English (Malaysian Standard),Pitiful/Desperate (Charity/Lost Wallet),"Leetspeak (u w0n pr1ze, RM1OOO)",High,80
Ah Long wants your money! Pay <RM_AMOUNT> now for your outstanding loan or face severe consequences. Call <PHONE> ASAP!,scam,Financial_Loan,English (Malaysian Standard),Pitiful/Desperate (Charity/Lost Wallet),"Leetspeak (u w0n pr1ze, RM1OOO)",High,80
Maybank Loan offer: Up to <RM_AMOUNT> with 0% interest for 1st month. Only <RM_AMOUNT> processing fee. W.h.a.t.s.A.p.p <PHONE> to apply.,scam,Financial_Loan,English (Malaysian Standard),Pitiful/Desperate (Charity/Lost Wallet),"Leetspeak (u w0n pr1ze, RM1OOO)",High,80
Your loan application requires an OTP verification. DO NOT share <OTP> with anyone. Confirm upfront fee of <RM_AMOUNT> to activate.,scam,Financial_Loan,English (Malaysian Standard),Pitiful/Desperate (Charity/Lost Wallet),"Leetspeak (u w0n pr1ze, RM1OOO)",High,80
Blacklist? CCRI S? CTOS? Still can get loan! Up to <RM_AMOUNT> with fast approval. W.h.a.t.s.A.p.p <PHONE> or visit <URL>.,scam,Financial_Loan,English (Malaysian Standard),Pitiful/Desperate (Charity/Lost Wallet),"Leetspeak (u w0n pr1ze, RM1OOO)",High,80
Police report incoming! You have outstanding processing fees for your loan application. Pay <RM_AMOUNT> now to <BANK_NAME> acct. <PHONE>!,scam,Financial_Loan,English (Malaysian Standard),Pitiful/Desperate (Charity/Lost Wallet),"Leetspeak (u w0n pr1ze, RM1OOO)",High,80
Get your licensed loan up to <RM_AMOUNT>! Fast cash today. Low interest. Only pay small admin fee. Contact <PHONE> or visit <URL>.,scam,Financial_Loan,English (Malaysian Standard),Pitiful/Desperate (Charity/Lost Wallet),"Leetspeak (u w0n pr1ze, RM1OOO)",High,80
Urgent: Loan approval pending <RM_AMOUNT> deposit for 'guarantee fund'. Complete transfer by <DATE> via <BANK_NAME> to avoid cancellation. Call <PHONE>.,scam,Financial_Loan,English (Malaysian Standard),Pitiful/Desperate (Charity/Lost Wallet),"Leetspeak (u w0n pr1ze, RM1OOO)",High,80
Beware! Your loan application is incomplete due to missing 'legal stamp'. Pay <RM_AMOUNT> now to complete process. W.h.a.t.s.A.p.p <PHONE>.,scam,Financial_Loan,English (Malaysian Standard),Pitiful/Desperate (Charity/Lost Wallet),"Leetspeak (u w0n pr1ze, RM1OOO)",High,80
Last chance for <RM_AMOUNT> loan! Blacklist no issue. 0% Interest for selected. <RM_AMOUNT> upfront fee. W.h.a.t.s.A.p.p <PHONE>.,scam,Financial_Loan,English (Malaysian Standard),Pitiful/Desperate (Charity/Lost Wallet),"Leetspeak (u w0n pr1ze, RM1OOO)",High,80
急！孤儿院儿童急需RM5OOO医疗费。请伸援手，助他们渡过难关。汇款至<BANK_NAME>。谢谢！,scam,Charity_Scam,Chinese (Simplified),Pitiful/Desperate (Charity/Lost Wallet),"Leetspeak (u w0n pr1ze, RM1OOO)",High,80
求助！Tahfiz学校急需RM3OOO维修费。恳请善心人士捐助。详情请电<PHONE>。,scam,Charity_Scam,Chinese (Simplified),Pitiful/Desperate (Charity/Lost Wallet),"Leetspeak (u w0n pr1ze, RM1OOO)",High,80
我掉了钱包和身份证，没钱搭车回家。S.O.S! 请帮我RM5O，电话<PHONE>。感恩！,scam,Charity_Scam,Chinese (Simplified),Pitiful/Desperate (Charity/Lost Wallet),"Leetspeak (u w0n pr1ze, RM1OOO)",High,80
一个患病小孩急需手术费RM1O_OOO。父母绝望求助。捐款至<BANK_NAME>，请救救他！,scam,Charity_Scam,Chinese (Simplified),Pitiful/Desperate (Charity/Lost Wallet),"Leetspeak (u w0n pr1ze, RM1OOO)",High,80
水灾灾民Bantuan Kecemasan! RM7OOO急需食物与物资。请施予援手，<URL>捐款。,scam,Charity_Scam,Chinese (Simplified),Pitiful/Desperate (Charity/Lost Wallet),"Leetspeak (u w0n pr1ze, RM1OOO)",High,80
Derma kilat! 为贫困家庭筹款RM2OOO。您的善举能改变一切。详情请拨<PHONE>。,scam,Charity_Scam,Chinese (Simplified),Pitiful/Desperate (Charity/Lost Wallet),"Leetspeak (u w0n pr1ze, RM1OOO)",Medium,80
紧急！家人生病，急需RM8OOO支付医药费。已走投无路。请联系<PHONE>给予帮助。,scam,Charity_Scam,Chinese (Simplified),Pitiful/Desperate (Charity/Lost Wallet),"Leetspeak (u w0n pr1ze, RM1OOO)",High,80
孤儿院面临关闭，急需RM4OOO偿还欠款。孩子们需要一个家！捐款请到<URL>。,scam,Charity_Scam,Chinese (Simplified),Pitiful/Desperate (Charity/Lost Wallet),"Leetspeak (u w0n pr1ze, RM1OOO)",High,80
Lost wallet need fare! 身份证不见了，没钱回家。急需RM3O。请汇款至<BANK_NAME>。谢谢！,scam,Charity_Scam,Chinese (Simplified),Pitiful/Desperate (Charity/Lost Wallet),"Leetspeak (u w0n pr1ze, RM1OOO)",High,80
老人院急需RM6OOO维修！老人住所将崩塌。请帮帮忙，联系<PHONE>。,scam,Charity_Scam,Chinese (Simplified),Pitiful/Desperate (Charity/Lost Wallet),"Leetspeak (u w0n pr1ze, RM1OOO)",High,80
贫困学生求助！急需RM1OOO学费。无力支付。请点击<URL>了解详情并捐助。,scam,Charity_Scam,Chinese (Simplified),Pitiful/Desperate (Charity/Lost Wallet),"Leetspeak (u w0n pr1ze, RM1OOO)",Medium,80
天灾无情，人间有爱。为灾区筹集RM9OOO。您的每一分善款都是希望。<PHONE>。,scam,Charity_Scam,Chinese (Simplified),Pitiful/Desperate (Charity/Lost Wallet),"Leetspeak (u w0n pr1ze, RM1OOO)",Medium,80
社区中心急需RM25OO重建。为孩子们提供更好的学习环境。请电<PHONE>。,scam,Charity_Scam,Chinese (Simplified),Pitiful/Desperate (Charity/Lost Wallet),"Leetspeak (u w0n pr1ze, RM1OOO)",Medium,80
为无家可归者提供RM7OOO庇护所。您的捐助能给他们温暖。银行<BANK_NAME>。,scam,Charity_Scam,Chinese (Simplified),Pitiful/Desperate (Charity/Lost Wallet),"Leetspeak (u w0n pr1ze, RM1OOO)",Medium,80
单亲妈妈求助！RM1OOO奶粉钱不够。孩子快没东西吃了。请联络<PHONE>。,scam,Charity_Scam,Chinese (Simplified),Pitiful/Desperate (Charity/Lost Wallet),"Leetspeak (u w0n pr1ze, RM1OOO)",High,80
流浪动物收容所急需RM3OOO食物与医疗。请帮忙！捐款到<URL>。,scam,Charity_Scam,Chinese (Simplified),Pitiful/Desperate (Charity/Lost Wallet),"Leetspeak (u w0n pr1ze, RM1OOO)",Medium,80
家人骤逝，急需RM45OO丧葬费。贫困家庭无力承担。请联系<PHONE>伸出援手。,scam,Charity_Scam,Chinese (Simplified),Pitiful/Desperate (Charity/Lost Wallet),"Leetspeak (u w0n pr1ze, RM1OOO)",High,80
村庄被毁，重建家园需RM65OO。Bantuan kecemasan! 请慷慨解囊，<URL>。,scam,Charity_Scam,Chinese (Simplified),Pitiful/Desperate (Charity/Lost Wallet),"Leetspeak (u w0n pr1ze, RM1OOO)",Medium,80
病人急需RM12OOO购买救命医疗器械。生命垂危！请捐助<BANK_NAME>。,scam,Charity_Scam,Chinese (Simplified),Pitiful/Desperate (Charity/Lost Wallet),"Leetspeak (u w0n pr1ze, RM1OOO)",High,80
"惨了！Lost wallet, IC also gone. Need RM4O to get home. Please help! Call <PHONE>.",scam,Charity_Scam,Chinese (Simplified),Pitiful/Desperate (Charity/Lost Wallet),"Leetspeak (u w0n pr1ze, RM1OOO)",High,80
"我急需帮忙,钱b4o丢了.能借你银行户口处理紧急款项吗?每月给<RM_AMOUNT>.请拨<PHONE>.",scam,Mule_Account,Chinese (Simplified),Pitiful/Desperate (Charity/Lost Wallet),"Leetspeak (u w0n pr1ze, RM1OOO)",High,80
"家人病重,急需$$$.求你帮我用你户口收款,每月给你<RM_AMOUNT>.请拨<PHONE>.",scam,Mule_Account,Chinese (Simplified),Pitiful/Desperate (Charity/Lost Wallet),"Leetspeak (u w0n pr1ze, RM1OOO)",High,80
"生意0k周转不灵,求您‘借’银行卡,每月给您<RM_AMOUNT>.绝对安全!急!回<PHONE>.",scam,Mule_Account,Chinese (Simplified),Pitiful/Desperate (Charity/Lost Wallet),"Leetspeak (u w0n pr1ze, RM1OOO)",High,80
"我shi孤儿,急需$$救命.借您银行户口,每月给<RM_AMOUNT>.帮我ok吗?WhatsApp <PHONE>.",scam,Mule_Account,Chinese (Simplified),Pitiful/Desperate (Charity/Lost Wallet),"Leetspeak (u w0n pr1ze, RM1OOO)",High,80
"学生债台高筑,没路走.月付<RM_AMOUNT>借用你银行卡.纯过账.联络<PHONE>.",scam,Mule_Account,Chinese (Simplified),Pitiful/Desperate (Charity/Lost Wallet),"Leetspeak (u w0n pr1ze, RM1OOO)",High,80
"失业了,家人生病,急用银行卡处理钱,月回你<RM_AMOUNT>.帮我,感激不尽.拨<PHONE>.",scam,Mule_Account,Chinese (Simplified),Pitiful/Desperate (Charity/Lost Wallet),"Leetspeak (u w0n pr1ze, RM1OOO)",High,80
"快被赶出去了!急需银行户口处理款,月付<RM_AMOUNT>.求您帮忙,救我1命!联络<PHONE>.",scam,Mule_Account,Chinese (Simplified),Pitiful/Desperate (Charity/Lost Wallet),"Leetspeak (u w0n pr1ze, RM1OOO)",High,80
"孩子急病住院,急需银行户口收钱,月给<RM_AMOUNT>.求您帮我度过难关,thx!<PHONE>.",scam,Mule_Account,Chinese (Simplified),Pitiful/Desperate (Charity/Lost Wallet),"Leetspeak (u w0n pr1ze, RM1OOO)",High,80
"我家被水淹了,急用银行户口收补助,月回<RM_AMOUNT>.帮灾民,功德无量.联络<PHONE>.",scam,Mule_Account,Chinese (Simplified),Pitiful/Desperate (Charity/Lost Wallet),"Leetspeak (u w0n pr1ze, RM1OOO)",High,80
"我shi老人家,没银行户口,想借你户口收养老金,月给<RM_AMOUNT>.帮我这可怜老人.拨<PHONE>.",scam,Mule_Account,Chinese (Simplified),Pitiful/Desperate (Charity/Lost Wallet),"Leetspeak (u w0n pr1ze, RM1OOO)",High,80
"债主天天上门,求您借银行卡,月给<RM_AMOUNT>.就用几daY.救我狗命!短信<PHONE>.",scam,Mule_Account,Chinese (Simplified),Pitiful/Desperate (Charity/Lost Wallet),"Leetspeak (u w0n pr1ze, RM1OOO)",High,80
"房租到期,急需用您户口收款,月给<RM_AMOUNT>.求您助我,感恩!WhatsApp <PHONE>.",scam,Mule_Account,Chinese (Simplified),Pitiful/Desperate (Charity/Lost Wallet),"Leetspeak (u w0n pr1ze, RM1OOO)",High,80
"我在做慈善项目,急需临时户口收善款,月给<RM_AMOUNT>.您帮助能救很多人.联络<PHONE>.",scam,Mule_Account,Chinese (Simplified),Pitiful/Desperate (Charity/Lost Wallet),"Leetspeak (u w0n pr1ze, RM1OOO)",High,80
"我真没路走了,求您借银行户口,月给<RM_AMOUNT>.帮我收笔小款.速回<PHONE>.",scam,Mule_Account,Chinese (Simplified),Pitiful/Desperate (Charity/Lost Wallet),"Leetspeak (u w0n pr1ze, RM1OOO)",High,80
"投资失败倾家荡产,求您借用银行户口周转,月付<RM_AMOUNT>.帮我度过黑period.拨<PHONE>.",scam,Mule_Account,Chinese (Simplified),Pitiful/Desperate (Charity/Lost Wallet),"Leetspeak (u w0n pr1ze, RM1OOO)",High,80
"我是外国人,无本地银行户口.急需借用您户口收钱,月<RM_AMOUNT>回报.帮我ok吗?<PHONE>.",scam,Mule_Account,Chinese (Simplified),Pitiful/Desperate (Charity/Lost Wallet),"Leetspeak (u w0n pr1ze, RM1OOO)",High,80
"家人急需手术费,我户口被冻结.求您租借银行卡,月付<RM_AMOUNT>.救命之恩!联络<PHONE>.",scam,Mule_Account,Chinese (Simplified),Pitiful/Desperate (Charity/Lost Wallet),"Leetspeak (u w0n pr1ze, RM1OOO)",High,80
"孩子学费交不起,求您借银行户口助我收笔款,月付<RM_AMOUNT>.功德无量.联络<PHONE>.",scam,Mule_Account,Chinese (Simplified),Pitiful/Desperate (Charity/Lost Wallet),"Leetspeak (u w0n pr1ze, RM1OOO)",High,80
"我ATM卡遗失,急需收款.求您借用户口,月付<RM_AMOUNT>.帮我渡难关.WhatsApp <PHONE>.",scam,Mule_Account,Chinese (Simplified),Pitiful/Desperate (Charity/Lost Wallet),"Leetspeak (u w0n pr1ze, RM1OOO)",High,80
"亲人去世急需丧葬费,无力承担.求您借银行户口收钱,月付<RM_AMOUNT>.感激不尽!拨<PHONE>.",scam,Mule_Account,Chinese (Simplified),Pitiful/Desperate (Charity/Lost Wallet),"Leetspeak (u w0n pr1ze, RM1OOO)",High,80
Tahniah! Anda telah terpilih untuk menyertai program pelaburan patuh Syariah kami dengan pulangan 300% dijamin. Sertai kumpulan Telegram kami sekarang di <URL> atau hubungi Cikgu Hafiz di <PHONE> untuk maklumat lanjut. Peluang terhad!,scam,Investment_Scam,Bahasa Melayu,Urgent/Threatening (Police/Bank/Ah Long - Panic inducing),Typos (Realistic typing errors),High,24
Jana pendapatan pasif sehingga RM<RM_AMOUNT> setiap hari melalui pelaburan Kripto dan Forex bersama pakar kami. Tiada pengalaman diperlukan. Sertai sesi webinar percuma kami pada <DATE> melalui <URL>. Daftar segera!,scam,Investment_Scam,Bahasa Melayu,Urgent/Threatening (Police/Bank/Ah Long - Panic inducing),Typos (Realistic typing errors),High,24
Ingin melabur dalam emas fizikal atau komoditi dengan jaminan pulangan tinggi? Platform kami menawarkan keuntungan konsisten sehingga 15% bulanan. Layari <URL> untuk pendaftaran atau hubungi wakil kami di <PHONE>.,scam,Investment_Scam,Bahasa Melayu,Urgent/Threatening (Police/Bank/Ah Long - Panic inducing),Typos (Realistic typing errors),Medium,24
Khas untuk pelabur bijak! Dapatkan akses kepada isyarat pelaburan Bursa Saham yang terbukti untung. Kami menjanjikan pulangan stabil dengan risiko minima. Sertai saluran VIP Telegram kami di <URL> sebelum kuota penuh.,scam,Investment_Scam,Bahasa Melayu,Urgent/Threatening (Police/Bank/Ah Long - Panic inducing),Typos (Realistic typing errors),High,24
"Selamat datang! Saya Cikgu Azlan, guru pelaburan anda. Saya akan tunjukkan cara menjana RM<RM_AMOUNT> dalam masa seminggu. Sertai kelas eksklusif saya di <URL> atau WhatsApp saya di <PHONE> untuk bimbingan peribadi.",scam,Investment_Scam,Bahasa Melayu,Urgent/Threatening (Police/Bank/Ah Long - Panic inducing),Typos (Realistic typing errors),High,24
Tawaran istimewa! Deposit serendah RM<RM_AMOUNT> hari ini dan dapatkan bonus 50% serta pulangan harian terjamin. Promosi ini sah sehingga <DATE> sahaja. Kunjungi laman web kami di <URL> sekarang!,scam,Investment_Scam,Bahasa Melayu,Urgent/Threatening (Police/Bank/Ah Long - Panic inducing),Typos (Realistic typing errors),High,24
Pelaburan patuh Syariah dengan keuntungan lumayan! Jaminan pulangan setiap hari tanpa riba. Dapatkan konsultasi percuma dengan pakar kewangan Islam kami. Klik <URL> atau hubungi <PHONE> untuk bermula.,scam,Investment_Scam,Bahasa Melayu,Urgent/Threatening (Police/Bank/Ah Long - Panic inducing),Typos (Realistic typing errors),Medium,24
Anda telah dijemput ke kumpulan VIP pelaburan eksklusif kami! Peluang menjana RM<RM_AMOUNT> dengan hanya beberapa klik. Kuota terhad untuk 50 ahli baru sahaja. Daftar melalui <URL> menggunakan kod jemputan <OTP>.,scam,Investment_Scam,Bahasa Melayu,Urgent/Threatening (Police/Bank/Ah Long - Panic inducing),Typos (Realistic typing errors),High,24
"Modal kecil, untung besar! Mulakan pelaburan anda dengan hanya RM<RM_AMOUNT> dan saksikan modal anda berganda dalam masa singkat. Kami jamin pulangan tunai terus ke akaun <BANK_NAME> anda. Maklumat lanjut di <URL>.",scam,Investment_Scam,Bahasa Melayu,Urgent/Threatening (Police/Bank/Ah Long - Panic inducing),Typos (Realistic typing errors),Medium,24
"Guru pelaburan ternama Malaysia, Dato' Dr. Ali, kini berkongsi rahsia kejayaan beliau. Sertai seminar percuma kami di Telegram <URL> dan pelajari strategi pelaburan yang menjanjikan pulangan 200%. Slot terhad!",scam,Investment_Scam,Bahasa Melayu,Urgent/Threatening (Police/Bank/Ah Long - Panic inducing),Typos (Realistic typing errors),High,24
