benign_type,language,tone,obfuscation,platform,text,label,model,source_seed_id,urgency
Marketing_Promo,English (Malaysian Standard),Exciting/Enthusiastic (promotions),Typos (Realistic typing errors),Telegram (Group invite style),"""Maybank offers a fantastic promotion with 10% off your next purchase of RM100 or more. Grab the chance to get a FREE voucher from Touch N Go. Don't miss out on the great deals! Click [URL] to redeem your vouchers now!""",benign,SeaLLM-v3-1.5B-Chat,52,Medium
Appointment_Reminder,Bahasa Melayu (Formal - Govt/Bank style),Calm/Reassuring (alerts),"Evasion (Using 'W.h.a.t.s.A.p.p', 'L ink', emojis to bypass filters)",Telegram (Group invite style),"```
*Reminder for appointments:*
*Lekat Kelas: Appointment Reminder* <URL>
*Lekat Kelas: <PHONE>*
*Lekat Kelas: <RM_AMOUNT>*
*Lekat Kelas: <OTP>*

*Maklumat Kunci:*
*RM0 Dear user, you have won the second prize of Shopee Mall Anniversary Celebration and received a prize of RM18888 and an iPhone 16. The verification code for claiming the prize is 156888. Please log*

*Lekat Kelas: Appointment Reminder* <URL>
*Lekat Kelas: <PHONE>*
*Lekat Kelas: <RM_AMOUNT>*
*Lekat Kelas: <OTP>*

*Maklumat Kunci:*
*RM0 Dear user, you have won the second prize of",benign,SeaLLM-v3-1.5B-Chat,16,Low
Appointment_Reminder,Bahasa Melayu (Formal - Govt/Bank style),Calm/Reassuring (alerts),"Leetspeak (u w0n pr1ze, RM1OOO)",Telegram (Group invite style),"```
W0N Pr1zE, RM1OOO <URL>
```",benign,SeaLLM-v3-1.5B-Chat,25,Low
Official_Notification,Chinese (Simplified) - Malaysian context,Calm/Reassuring (alerts),"Evasion (Using 'W.h.a.t.s.A.p.p', 'L ink', emojis to bypass filters)","WhatsApp (Longer, formatting allowed)","```
WHATSHAPPEN? SUZANA BINTI MOHAMAD (761213-13-XXXX) PERHATIAN: PRAYATINPK RM29,000.00 CONDITIONALLY APPROVED. DATE: 15-09-2021.
```",benign,SeaLLM-v3-1.5B-Chat,32,Low
Educational_Info,Chinese (Simplified) - Malaysian context,Professional/Formal,"Evasion (Using 'W.h.a.t.s.A.p.p', 'L ink', emojis to bypass filters)",Telegram (Group invite style),"(300 karakter)

```
ขออนุญาตใช้ช่องทางการสื่อสารของผมเพื่อส่งข้อมูลที่อาจมีประโยชน์และเป็นประโยชน์ต่อท่าน
1. ข้อมูลเกี่ยวกับการยื่นเรื่องขออนุมัติและการขอสิทธิ์พนักงาน (MIM)
2. ข้อมูลเกี่ยวกับการลงทะเบียนสินเชื่อของท่าน (RPL)
3. ข้อมูลเกี่ยวกับค่าธรรมเนียมที่ท่านต้องชำระ (ค่าธรรมเนียมที่สำคัญที่ท่านไม่ทราบ)
4. ข้อมูลเกี่ยวกับการยื่นคำร้องเรื่องขอสิ",benign,SeaLLM-v3-1.5B-Chat,96,Low
Account_Alert,Bahasa Melayu (Formal - Govt/Bank style),Friendly/Casual,Clean (Perfect grammar),"WhatsApp (Longer, formatting allowed)",Jangan pernah beri nama atau maklumat sensitif di atas WhatsApp. Sila laporkan kepada pihak berkuasa Malaysia untuk memeriksa masalah ini. Terima kasih.,benign,SeaLLM-v3-1.5B-Chat,19,Low
Educational_Info,Chinese (Simplified) - Malaysian context,Exciting/Enthusiastic (promotions),Typos (Realistic typing errors),Telegram (Group invite style),"#Welcome to the Maybank 2023 Tour
Dear Maybank Customer,

A warm welcome to the Maybank 2023 Tour! We're excited to share with you the exciting plans for the year ahead.

As a valued Maybank customer, we understand that you have a passion for making the most of your credit cards. That's why we're offering exclusive promotions to encourage you to use your cards to their full potential. 

During the course of 2023, you can expect a series of promotions and offers tailored to your needs, allowing you to enjoy exclusive gifts, discounts, and perks. With Maybank's Customer Service team standing by to assist you at any time, you can rest assured that you'll always be in good hands.

You may have noticed a few changes to our promotional offerings this year. We've made some changes to ensure that our",benign,SeaLLM-v3-1.5B-Chat,38,Medium
Appointment_Reminder,Chinese (Simplified) - Malaysian context,Professional/Formal,"Leetspeak (u w0n pr1ze, RM1OOO)",Telegram (Group invite style),"UEW 156888, RM18888, iPhone 16, Shopee Mall Anniversary Celebration, 2nd Prize, RM0.00, PDRM, Touch n Go, J&T, Shopee, Grab, Maybank, CIMB, KWSP, LHDN, PDRM",benign,SeaLLM-v3-1.5B-Chat,50,Low
Educational_Info,English (Malaysian Standard),Exciting/Enthusiastic (promotions),Typos (Realistic typing errors),Telegram (Group invite style),"""Hey there! 🌟 Did you know that Maybank has just announced a new promotion? 💰 Up to RM 3,000 cashback on purchases! 🙌 Grab your Touch n Go cards and head to your nearest participating store. Remember, it's a limited-time offer. 🚀 So don't miss out! 💚 Share with your family and friends! 😊""",benign,SeaLLM-v3-1.5B-Chat,30,Medium
Charity_Donation,"Bahasa Melayu (Pasar/Slang - e.g., 'xleh', 'nk', 'je', 'bossku')",Neutral/Informative,"Leetspeak (u w0n pr1ze, RM1OOO)",Telegram (Group invite style),"```
xleh pr1ze <URL> RM1OOO (15052023)

No. <PHONE>: pr1ze @ 15052023
OTP: <OTP>
xleh pr1ze RM1OOO (15052023)

```",benign,SeaLLM-v3-1.5B-Chat,112,Low
Account_Alert,"Manglish (Code-switching EN+MY - e.g., 'You got receive money ah? Can transfer back?')",Professional/Formal,"Evasion (Using 'W.h.a.t.s.A.p.p', 'L ink', emojis to bypass filters)",Telegram (Group invite style),"```
You received an alert from Maybank ATM that your account has been accessed by an unknown user. Please report this issue to their customer service.
```",benign,SeaLLM-v3-1.5B-Chat,17,Low
Appointment_Reminder,Chinese (Simplified) - Malaysian context,Neutral/Informative,"Evasion (Using 'W.h.a.t.s.A.p.p', 'L ink', emojis to bypass filters)","WhatsApp (Longer, formatting allowed)","```
L sAp@p d dAiT rD @ngA @hTh rE fOir aAppElM@t!Y!

e
```",benign,SeaLLM-v3-1.5B-Chat,107,Low
Marketing_Promo,"Manglish (Code-switching EN+MY - e.g., 'You got receive money ah? Can transfer back?')",Professional/Formal,"Evasion (Using 'W.h.a.t.s.A.p.p', 'L ink', emojis to bypass filters)","WhatsApp (Longer, formatting allowed)","```
You got receive money ah? Can transfer back? 
W.h.a.t.s.A.p.p. Let me see. 
L ink. Can you pick up the phone? 
Might be a typo. 
You got a discount. 
Keep on using Touch n Go. 
Grab Food has a voucher for you. 
LHDN has a promotion for you. 
Maybank has a campaign for you. 
Haba tak nak luput. 
JT has a coupon for you. 
PDRM is doing a clearance sale. 
Shopee has a discount for you. 
Grab has a promo for you. 
```",benign,SeaLLM-v3-1.5B-Chat,22,Low
Appointment_Reminder,Bahasa Melayu (Formal - Govt/Bank style),Friendly/Casual,"Evasion (Using 'W.h.a.t.s.A.p.p', 'L ink', emojis to bypass filters)","WhatsApp (Longer, formatting allowed)","""Malaysia""

Maklumat untuk agar lebih rujukan:
- <URL>
- <PHONE>
- <RM_AMOUNT>
- <OTP>",benign,SeaLLM-v3-1.5B-Chat,77,Low
Marketing_Promo,English (Malaysian Standard),Professional/Formal,Typos (Realistic typing errors),"WhatsApp (Longer, formatting allowed)","""Hey <PHONE>! Today we are launching a new promotion at Maybank 123! We are giving away 10,000 free food vouchers worth <RM_AMOUNT> each for every 2 purchases made at Touch n Go or J&T this month. Hurry up! 🌟 Follow the link <URL> to get your vouchers now! #Maybank #foodvouchers #promotion""",benign,SeaLLM-v3-1.5B-Chat,36,Low
Charity_Donation,"Manglish (Code-switching EN+MY - e.g., 'You got receive money ah? Can transfer back?')",Friendly/Casual,Typos (Realistic typing errors),"WhatsApp (Longer, formatting allowed)","<br>
""Hello, I am fundraising for a good cause. Kindly visit <URL> to donate RM100. You can also use <PHONE> to make the donation and <OTP> will be sent to you for verification. If you need any assistance, please contact us via <EMAIL> or <PHONE>. Thank you for your kind support. Your contribution makes a difference. Have a great day!""<br>

### Contoh Pesan:",benign,SeaLLM-v3-1.5B-Chat,12,Low
Marketing_Promo,English (Malaysian Standard),Friendly/Casual,"Leetspeak (u w0n pr1ze, RM1OOO)",SMS (Short <160 chars),"```text
W0N PR1ZE RM1OOO
```",benign,SeaLLM-v3-1.5B-Chat,111,Low
Appointment_Reminder,English (Malaysian Standard),Neutral/Informative,Clean (Perfect grammar),SMS (Short <160 chars),"```
You have an appointment at Maybank’s clinic at 12.30 PM today.

The date of the appointment is 21st July 2021.

The time of the appointment is 15:10:55 PM.

Location is at 1100J Jalan Tun Razak, 50088 Kuala Lumpur, Malaysia.

OTP to verify is: 123456.

Please verify the OTP to access your appointment.

If you have any questions or concerns, please contact our customer service at 03-123-4567.

Thank you.

```",benign,SeaLLM-v3-1.5B-Chat,43,Low
Official_Notification,Chinese (Simplified) - Malaysian context,Friendly/Casual,Typos (Realistic typing errors),Telegram (Group invite style),"```
各位亲爱的用户，

感谢您选择使用我们所服务的金融服务。根据最新通知，您的银行存款即将到期。为了确保您的账户安全，请尽快前往",benign,SeaLLM-v3-1.5B-Chat,33,Low
Account_Alert,English (Malaysian Standard),Professional/Formal,Typos (Realistic typing errors),Telegram (Group invite style),"Sayangnya, saya tidak dapat mengakses maklumat yang anda minta kerana saya mesti mengawal privasi dan keselamatan pengguna. Namun, jika anda mempunyai pertanyaan atau soalan lain yang tidak melibatkan maklumat sensitif, saya dengan senang hati akan membantu. Sila beritahu saya jika anda mempunyai pertanyaan lain. Terima kasih.",benign,SeaLLM-v3-1.5B-Chat,87,Low
Official_Notification,Bahasa Melayu (Formal - Govt/Bank style),Exciting/Enthusiastic (promotions),"Evasion (Using 'W.h.a.t.s.A.p.p', 'L ink', emojis to bypass filters)","WhatsApp (Longer, formatting allowed)","\n
\`\`\`plaintext\nWelcome to the wonderful world of banking and digital services!\n\nYou have successfully updated your account details. Your account details have been updated. Please be advised that as an added security measure, your account has been temporarily locked to ensure your financial information remains safe. Should you require any assistance, please do not hesitate to contact us.\n\nAs an official notification from Maybank, we hope this message brings joy and excitement to your day. Thank you for choosing Maybank. Let's continue to make the world a better place together!\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n",benign,SeaLLM-v3-1.5B-Chat,94,Medium
Appointment_Reminder,English (Malaysian Standard),Friendly/Casual,Typos (Realistic typing errors),"WhatsApp (Longer, formatting allowed)",- Chatbot don’t need to rephrase or rephrase the chatbot.,benign,SeaLLM-v3-1.5B-Chat,78,Low
Official_Notification,"Manglish (Code-switching EN+MY - e.g., 'You got receive money ah? Can transfer back?')",Exciting/Enthusiastic (promotions),"Leetspeak (u w0n pr1ze, RM1OOO)",SMS (Short <160 chars),"```
Hello [Nama],
 
Congratulations! You have been selected to receive RM1000. 

Would you like to claim your prize by clicking on the following link: <http://www.example.com>

Please note: This prize is a one-time offer. The link will expire in 15 minutes.

Thank you for your attention,
[Your Name]

```",benign,SeaLLM-v3-1.5B-Chat,74,Medium
Account_Alert,English (Malaysian Standard),Professional/Formal,"Evasion (Using 'W.h.a.t.s.A.p.p', 'L ink', emojis to bypass filters)",Telegram (Group invite style),"""Hello [Full Name], <URL>. Your account has been successfully <ACTION>. <PHONE> has received an OTP for password reset. Kindly enter the OTP within 3 minutes. If you have any questions or concerns, please contact us at <URL>. Thank you for using our services. Enjoy your day!

[Professional Image and emojis]""",benign,SeaLLM-v3-1.5B-Chat,6,Low
Account_Alert,English (Malaysian Standard),Exciting/Enthusiastic (promotions),"Evasion (Using 'W.h.a.t.s.A.p.p', 'L ink', emojis to bypass filters)",SMS (Short <160 chars),"<h3>Hi {USER},</h3>
<h3>We'd like to notify you that there's an important account alert from {SERVICE_NAME}.</h3>
<h3>{SERVICE_NAME} has sent you a notification regarding a transaction involving your account, <RM_AMOUNT> RM. Please confirm this transaction before proceeding.</h3>
<h3>Please use the following OTP to confirm the transaction: <OTP></h3>
<h3>If you have any concerns or need further assistance, please contact the customer service hotline: <PHONE></h3>
<h3>Best regards,</h3>
<h3>{SERVICE_NAME} Customer Care</h3>",benign,SeaLLM-v3-1.5B-Chat,96,Medium
Appointment_Reminder,Bahasa Melayu (Formal - Govt/Bank style),Neutral/Informative,"Evasion (Using 'W.h.a.t.s.A.p.p', 'L ink', emojis to bypass filters)",Telegram (Group invite style),"""Gimnasium permohonan, tanggal 15 Ogos, 12:00 pagi, satu jam sambilan di Unit 6, Blok B, Persaraan. Klik ""menjupuk"" untuk mendaftar.""",benign,SeaLLM-v3-1.5B-Chat,11,Low
Delivery_Update,"Bahasa Melayu (Pasar/Slang - e.g., 'xleh', 'nk', 'je', 'bossku')",Exciting/Enthusiastic (promotions),"Leetspeak (u w0n pr1ze, RM1OOO)",Telegram (Group invite style),"```
{Bahasa: Bahasa Melayu, Nada: Exciting/Enthusiastic (promotions), Teknik: Leetspeak (u w0n pr1ze, RM1OOO), Platform: Telegram (Group invite style)}
- Kategori: Delivery_Update
- URL: <URL>
- Nama: <Nama>
- Nomor Telefon: <PHONE>
- Paket: <RM_AMOUNT>
- Alamat Tujuan: {Alamat Tujuan}
- Status: Dalam proses pengantaran
- Dibawah RM100: RM100
- 24 Jam Pengantaran: 24
- Pengiriman: <Pengiriman>
- Akhir
```",benign,SeaLLM-v3-1.5B-Chat,42,Medium
Delivery_Update,"Manglish (Code-switching EN+MY - e.g., 'You got receive money ah? Can transfer back?')",Neutral/Informative,"Evasion (Using 'W.h.a.t.s.A.p.p', 'L ink', emojis to bypass filters)","WhatsApp (Longer, formatting allowed)","""Hi [NamaPenerima],

Saya ingin memberitahu Anda tentang perubahan status pengiriman barang yang saya dapatkan dari [NamaPenyedia]. Barang ini masih dalam perjalanan dan diharapkan akan sampai ke tempat Anda dalam [WaktuPermintaan]. Terima kasih atas kesabaran Anda.

Kirim pengiriman saat ini mengikuti [NomborTracking].

Yth [NamaPenerima],

Anda dapat memverifikasi status pengiriman barang dengan mengklik [URL] dan memasukkan OTP yang telah diterima melalui SMS. Ini akan memungkinkan kami untuk mengelola stok barang dengan lebih efisien.

Saya mengucapkan terima kasih atas penggunaan layanan kami.

Namun, jika Anda mengalami kesulitan saat",benign,SeaLLM-v3-1.5B-Chat,48,Low
Appointment_Reminder,Chinese (Simplified) - Malaysian context,Neutral/Informative,"Evasion (Using 'W.h.a.t.s.A.p.p', 'L ink', emojis to bypass filters)",SMS (Short <160 chars),"```
W.h.a.t.s.A.p.p: Sharpened: Appointment Reminder
Link: <URL> for appointment (Dr. X - <PHONE> - <RM_AMOUNT> on <DATE>)
L ink: <PHONE> for appointment (Dr. X - <RM_AMOUNT> on <DATE>)
```",benign,SeaLLM-v3-1.5B-Chat,94,Low
Account_Alert,"Bahasa Melayu (Pasar/Slang - e.g., 'xleh', 'nk', 'je', 'bossku')",Friendly/Casual,Typos (Realistic typing errors),"WhatsApp (Longer, formatting allowed)","Hello <P1>, Your account is now listed in CTOS Trade Reference for A/C 104046701. Please pay the O/S RM1889.02 NOW for delisting. Additional RM50 Admin fee applies. Thank you!",benign,SeaLLM-v3-1.5B-Chat,15,Low
Appointment_Reminder,Bahasa Melayu (Formal - Govt/Bank style),Calm/Reassuring (alerts),"Evasion (Using 'W.h.a.t.s.A.p.p', 'L ink', emojis to bypass filters)",Telegram (Group invite style),"```
Dato', 
Nasib memang memang memang memang memang memang memang memang memang memang memang memang memang memang memang memang memang memang memang memang memang memang memang memang memang memang memang memang memang memang memang memang memang memang memang memang memang memang memang memang memang memang memang memang memang memang memang memang memang memang memang memang memang memang memang memang memang memang memang memang memang memang memang memang memang memang memang memang memang memang memang memang memang memang memang memang memang memang memang memang memang memang memang memang memang",benign,SeaLLM-v3-1.5B-Chat,102,Low
Educational_Info,"Manglish (Code-switching EN+MY - e.g., 'You got receive money ah? Can transfer back?')",Neutral/Informative,Clean (Perfect grammar),"WhatsApp (Longer, formatting allowed)","```
Happy New Year, everyone!
Here are some tips to ensure smooth transactions with your accounts.
- Maybank: Keep your account details up-to-date and secure.
- CIMB: Utilize their mobile banking app for easy transactions.
- LHDN: Check your ID and permit renewal status before traveling.
- KWSP: Apply for your travel insurance before departure.
- Touch n Go: Protect your data with strong passwords and enable two-factor authentication.
- J&T: Stay connected with friends and family with J&T Travel.
- PDRM: Keep your travel documents in a safe place and get a travel visa.
- Shopee: Buy online securely with ShopeePay and ensure your personal details are safe.
- Grab: Enjoy seamless rides and safe rides with GrabPay.

Happy New Year! 👋
```",benign,SeaLLM-v3-1.5B-Chat,3,Low
Educational_Info,"Manglish (Code-switching EN+MY - e.g., 'You got receive money ah? Can transfer back?')",Exciting/Enthusiastic (promotions),"Evasion (Using 'W.h.a.t.s.A.p.p', 'L ink', emojis to bypass filters)",SMS (Short <160 chars),"```
Dear [NAMA],

As a valued customer of Maybank, CIMB, LHDN, KWSP, Touch n Go, J&T, PDRM, and Shopee, we are excited to inform you about our upcoming promotions!

Here are some tips to help you save money while still enjoying the best of our services:

1. Get a [URL] account to receive instant notifications and exclusive offers.
2. Keep your phone number in good standing by avoiding missed calls.
3. Don't forget to use your OTP to complete transactions.

Feel free to share this message with your friends and family who may also be interested in our promotions.

Best regards,

[Your Name]
[Your Job Title]
[Your Company]
[Your Email]
```",benign,SeaLLM-v3-1.5B-Chat,89,Medium
Marketing_Promo,Bahasa Melayu (Formal - Govt/Bank style),Professional/Formal,Typos (Realistic typing errors),SMS (Short <160 chars),"```
        <PROMO>",benign,SeaLLM-v3-1.5B-Chat,103,Low
Delivery_Update,Bahasa Melayu (Formal - Govt/Bank style),Exciting/Enthusiastic (promotions),"Evasion (Using 'W.h.a.t.s.A.p.p', 'L ink', emojis to bypass filters)",SMS (Short <160 chars),<PANJANG> telah menghantar produk ke akaun,benign,SeaLLM-v3-1.5B-Chat,45,Medium
Charity_Donation,"Manglish (Code-switching EN+MY - e.g., 'You got receive money ah? Can transfer back?')",Exciting/Enthusiastic (promotions),"Leetspeak (u w0n pr1ze, RM1OOO)",Telegram (Group invite style),"```
Thank you for your support!

You are donating RM1,000 to your chosen charity. Your donation will be used for [insert legitimate charity cause here].

Your donation will be processed and you will receive the donation amount on the following date:

Date: [Insert date]

Kindly provide your OTP to verify your donation:
OTP: [Insert OTP]

We will send you a receipt for your donation.

To donate again or to update your donation details, please visit [URL].

Thank you once again for your generous donation!

Best regards,

Your chosen charity
```",benign,SeaLLM-v3-1.5B-Chat,79,Medium
Account_Alert,Bahasa Melayu (Formal - Govt/Bank style),Exciting/Enthusiastic (promotions),"Evasion (Using 'W.h.a.t.s.A.p.p', 'L ink', emojis to bypass filters)","WhatsApp (Longer, formatting allowed)","```python
{
  ""text"": ""RM0 CIMB: 8237 mata bonus anda akan tamat tempoh tidak lama lagi. Anda boleh menggunakan mata anda untuk mendapatkan telefon pintar Android secara percuma. Untuk lebih banyak produk penebusan mata, sila lihat <URL>.""
}
```",benign,SeaLLM-v3-1.5B-Chat,24,Medium
Marketing_Promo,"Manglish (Code-switching EN+MY - e.g., 'You got receive money ah? Can transfer back?')",Professional/Formal,"Evasion (Using 'W.h.a.t.s.A.p.p', 'L ink', emojis to bypass filters)",Telegram (Group invite style),"""You got a cool new promotion from <URL>! Check out our <PHONE> for <RM_AMOUNT> off on your purchase! 😎 使用[MAX]的新优惠！請查看我們的[MAX]號碼，享受最高=<RM_AMOUNT>的優惠！🚀""",benign,SeaLLM-v3-1.5B-Chat,102,Low
Delivery_Update,Bahasa Melayu (Formal - Govt/Bank style),Friendly/Casual,Clean (Perfect grammar),SMS (Short <160 chars),"```
Dear Customer, we have received your order and it's on the way to Malaysia. You can track your order at <URL>. It is expected to be delivered by <EXPECTED_DATE>. Kindly note that we've sent you a OTP to your registered phone number: <PHONE>. <OTP> Please reply to this message if you haven't received the OTP.
```",benign,SeaLLM-v3-1.5B-Chat,3,Low
Account_Alert,Chinese (Simplified) - Malaysian context,Neutral/Informative,Clean (Perfect grammar),"WhatsApp (Longer, formatting allowed)","```
สวัสดีค่ะ <NAME> 
บัตรประชาชนของคุณยังไม่ได้ถูกเปลี่ยน แต่กลับได้รับข้อความสอบถามความปลอดภัยจากการใช้งานบัตรประชาชน โดยข้อความมีลักษณะเป็นการแจ้งเตือนเพื่อป้องกันการถูกใช้บัตรประชาชนโดยไม่ได้รับอนุญาต ลูกค้าแนะนำให้ตรวจสอบสถานะบัตรประชาชนอย่างใกล้ชิดและยืนยันข้อมูลการใช้งานกับบัตรประชาชนเดิมก่อนค่ะ สำหรับข้อความที่เกี่ยวข้องกับการเปลี่ยนแปลงข้อมูลทางการใช้งานบั",benign,SeaLLM-v3-1.5B-Chat,25,Low
Charity_Donation,English (Malaysian Standard),Friendly/Casual,Typos (Realistic typing errors),Telegram (Group invite style),"<br>

Kemasukan $5 untuk amalan mula kenderaan berjalan selama 10 tahun.
Masih $5 lagi untuk mula bermotor kereta baru dengan amalan mula 3000km setahun.
Kenaikan dalam keselamatan tempatan: Kenaikan keselamatan 5% untuk setiap RM1 yang kemasukan.

Tinggalkan mesej ini untuk lebih 3 orang dalam 2 hari. Mari kita turut selesaikan isu keselamatan tempatan!

Semoga kita bermotor dengan selamat!

#### Telegram Group Invite Link:
[Link Group](https://t.me/joinchat/XXXXXXXXX)

### Sumber: [Petani.MY](https://www.petani.my)

Sekiranya mesej mengalami kes",benign,SeaLLM-v3-1.5B-Chat,97,Low
Charity_Donation,"Manglish (Code-switching EN+MY - e.g., 'You got receive money ah? Can transfer back?')",Professional/Formal,"Evasion (Using 'W.h.a.t.s.A.p.p', 'L ink', emojis to bypass filters)",Telegram (Group invite style),"```
🎉 Benign donation to Malaysia charities! 🎉

[Group Invite Link]

Link: [URL]

[Mobile Phone Number]

[OTP]

🌟 It's important to follow these guidelines to avoid any unwanted consequences:

👉 Don't share sensitive information with anyone outside the organization.

👉 Don't ask for donations in public.

👉 Keep the donation amount and OTP confidential.

👌 Thank you for your cooperation!

Donation details:
RM [RM_AMOUNT]
Recipient: [Recipient Name]

Note: You can claim the donation by replying to this message with the OTP received.

[Payment Details]

Please click on the link below to claim your donation:
[URL]

```",benign,SeaLLM-v3-1.5B-Chat,80,Low
Official_Notification,Chinese (Simplified) - Malaysian context,Professional/Formal,"Evasion (Using 'W.h.a.t.s.A.p.p', 'L ink', emojis to bypass filters)","WhatsApp (Longer, formatting allowed)","""What is the final price of the machine? Please email me at totaltrns020@gmail.com.""",benign,SeaLLM-v3-1.5B-Chat,81,Low
Appointment_Reminder,"Manglish (Code-switching EN+MY - e.g., 'You got receive money ah? Can transfer back?')",Professional/Formal,"Evasion (Using 'W.h.a.t.s.A.p.p', 'L ink', emojis to bypass filters)",Telegram (Group invite style),"`*Malaysia Appointment Reminder:*
*Venue: [CIMB Bank]*
*Date & Time: [23/11/2022 09:30 AM]* 
*Please arrive on time. Ref: [H-2307713]* 
*Location: [CIMB Bank, 42, Jalan Kosu, Setapak, Kuala Lumpur]* 
*Payment: [RM100] 
*Remember to bring your <PHONE> to the appointment. 
*Remember to pay your <RM_AMOUNT> via [Payment Gateway] 
*Lodgement : [The LHDN] 
*Your ID/ Passport: [Touch and Go] 
*You got your [J&T] on your phone*
*Visit: [Shopee]*
*Grab is waiting for you*
*",benign,SeaLLM-v3-1.5B-Chat,53,Low
Delivery_Update,Bahasa Melayu (Formal - Govt/Bank style),Neutral/Informative,"Leetspeak (u w0n pr1ze, RM1OOO)","WhatsApp (Longer, formatting allowed)","""Kebaikan nampaknya tiada kemasalah di kawasan Malaysia. JTDI (@JTDI) ikanal semula paket No. 10001204301 kini setelah 7 hari! Selepas 7 hari, tahu bahawa terdapat satu sambungan layangan di kawasan tempatan. Saya berharap setiap penghuni kawasan kini berfungsi dengan baik, dan paket saya kini berada di kawasan yang dipercayai! Bagus sekali!

JTDI (@JTDI) ikanal paket No. 10001204301 sudah dipercayai! Paket saya masih berada di kawasan yang dipercayai di seluruh Malaysia",benign,SeaLLM-v3-1.5B-Chat,76,Low
Educational_Info,Chinese (Simplified) - Malaysian context,Professional/Formal,"Evasion (Using 'W.h.a.t.s.A.p.p', 'L ink', emojis to bypass filters)",SMS (Short <160 chars),"<w_ha_t_s_a_p_p>
<link>
L s_d
%_ RM %_ <phone>
L s_d
%_ OTP %_ <OTP>
L s_d
Wassup ! <name>

W.h.a.t.s.A.p.p.

Link:

Dalam 1 hari setiap kereta akan berpindah ke area LHDN. Beritahu pengguna yang ingin mencari kereta untuk memeriksa status mereka secara online. #LHDN

## SMS 5

1. Jangan lupa membayar SPM sebelum 31 Ogos. Minta bantuan pengguna untuk membantu membayar. #SPM

2. Berita mengenai pembatalan sebagian pelajaran Pendidikan Jemain dan Pendidikan Menengah Pertama dari 10 hingga",benign,SeaLLM-v3-1.5B-Chat,34,Low
Official_Notification,Bahasa Melayu (Formal - Govt/Bank style),Calm/Reassuring (alerts),"Leetspeak (u w0n pr1ze, RM1OOO)","WhatsApp (Longer, formatting allowed)","""RM1,000 from <URL> has been credited to your account. OTP: <OTP>, For security purposes, please check your phone for any messages related to this transaction.""",benign,SeaLLM-v3-1.5B-Chat,54,Low
Educational_Info,English (Malaysian Standard),Professional/Formal,Typos (Realistic typing errors),Telegram (Group invite style),"```
Dear [Nama],

Wassalamu'alaikum Warahmatullahi Wabarakatuh,
How are you doing today? I hope you are well.

Here are some tips for making your bank account more secure and to avoid any financial fraud:

1. Avoid sharing your login credentials with anyone, even if they are family members or close friends. Always use a unique password for each account and use multi-factor authentication whenever possible.
2. Keep your personal information, such as your bank account number and OTP, safe and confidential. Do not share them with anyone who asks for them. If you receive an SMS or email asking for your personal information, do not respond.

3. Be cautious of suspicious calls or messages asking for your personal or account details. Ignore such requests and report them to the authorities if you suspect any wrongdoing.
4. Regularly monitor your bank account",benign,SeaLLM-v3-1.5B-Chat,12,Low
Appointment_Reminder,"Bahasa Melayu (Pasar/Slang - e.g., 'xleh', 'nk', 'je', 'bossku')",Neutral/Informative,"Evasion (Using 'W.h.a.t.s.A.p.p', 'L ink', emojis to bypass filters)","WhatsApp (Longer, formatting allowed)","<URL>

Jangan gunakan nada tinggi atau tegas dalam mesej, berikan ruang kepada penerima untuk menyelesaikan mesej atau meminta variasi jika perlu. Berikan tanda pelita untuk menandakan penerangan tambahan (jika ada).

Berikut adalah contoh mesej yang telah dimodifikasi berdasarkan keperluan:",benign,SeaLLM-v3-1.5B-Chat,50,Low
Account_Alert,Chinese (Simplified) - Malaysian context,Exciting/Enthusiastic (promotions),"Evasion (Using 'W.h.a.t.s.A.p.p', 'L ink', emojis to bypass filters)",Telegram (Group invite style),"Hello Malaysia,

Wah, mungkin ada yang salah di platform kami. Cepat verifikasi masuk ke akaun kami untuk melihat apa yang terjadi. Terima kasih.",benign,SeaLLM-v3-1.5B-Chat,111,Medium
Account_Alert,Chinese (Simplified) - Malaysian context,Friendly/Casual,"Leetspeak (u w0n pr1ze, RM1OOO)","WhatsApp (Longer, formatting allowed)","```
Kepada pengguna Maybank2u/iBAN, CIMBMyBank, LHDN, KWSP, Touch N Go, J&T, PDRM, Shopee, Grab:

Salam Selamat, masyarakat! 

Kami ingin memperkenalkan kepada diri kami: Maybank2u/iBAN, CIMBMyBank, LHDN, KWSP, Touch N Go, J&T, PDRM, Shopee, Grab.

Mengingat keamanan dan privasi, kami tidak akan meminta data pribadi anda tanpa keperluannya. Jika anda menerima notifikasi login baru atau permintaan otentikasi tambahan dari salah satu perbankan atau platform tersebut, jangan kirakan. 

Sekiranya anda merasa tidak selesa atau",benign,SeaLLM-v3-1.5B-Chat,93,Low
